"""영광 되찾겠다""(주식) vs ""어깨 편다""(원화)",머니투데이,2009.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2008122914175291970&outlink=1
환율 하반기 1150원 찍는다,아시아경제,2009.01.01.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=468486
사회안전망 확충·통화정책 기능 복원이 핵심,머니투데이,2009.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2008123011360400827&outlink=1
"개인, 빚부터 갚고 정신건강 챙겨라",머니투데이,2009.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2008123014424511956&outlink=1
"씨티 ""한은 1월중 기준금리 최소 50bp 내릴듯""",이데일리,2009.01.01.,http://www.edaily.co.kr/news/newspath.asp?newsid=01252966589553456
불황일수록 '절세미인이 뜬다',아시아경제,2009.01.01.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=468506
"HSBC ""韓산업생산 1분기중 5%이상 감소세 지속""",이데일리,2009.01.01.,http://www.edaily.co.kr/news/newspath.asp?newsid=01289046589553456
최대 크레딧 이슈는 '위기의 건설사',머니투데이,2009.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010114286062699&outlink=1
"인도, 물가상승률 10개월래 최저",머니투데이,2009.01.01.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010115525582283&outlink=1
中 고강도 부양책 관련주 수혜 받을까,머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2008122915364580073&outlink=1
달러 2009년 어떻게 움직일까?,머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2008122814054190515&outlink=1
(채권전략)2009년은 채권의 해가 될 것인가,이데일리,2009.01.02.,http://www.edaily.co.kr/news/newspath.asp?newsid=01275926589553784
일본 경제 '잃어버린 10년'의 교훈,머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2008123018313745759&outlink=1
"李대통령 ""어려울 때 금리마저 높으면 안돼""",이데일리,2009.01.02.,http://www.edaily.co.kr/news/newspath.asp?newsid=01531766589553784
"전문가 '강세장', 투자자 '조심스런 상승장'",머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010210255458308&outlink=1
[전문]이명박 대통령 신년 국정연설,머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010210361149401&outlink=1
(전문)李대통령 신년 국정연설,이데일리,2009.01.02.,http://www.edaily.co.kr/news/newspath.asp?newsid=01574406589553784
[전문]李대통령 신년 국정연설,아시아경제,2009.01.02.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469455
시장·기업 살리기 금융권도 동참하라,아시아경제,2009.01.02.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469321
[전문] 이명박 대통령 신년 국정연설,이투데이,2009.01.02.,http://www.e-today.co.kr/200707/news/newsview.php?TM=news&SM=0301&idxno=202271
"[채권 오전장]채권시장, 조정중 약세",아시아경제,2009.01.02.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469592
"한은과 은행의 신경전 ""새해에도 여전""",머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010215360897242&outlink=1
"[채권 마감]채권시장, 약보합세 마감",아시아경제,2009.01.02.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469789
"산은, 추가 금리 제공 '新프리미엄 산금채' 출시",이투데이,2009.01.02.,http://www.e-today.co.kr/200707/news/newsview.php?TM=news&SM=0207&idxno=202364
"산업銀, ‘新프리미엄산금채’ 출시",아시아경제,2009.01.02.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469816
"제로금리 시대, 대출금리 막 올리는 은행",머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010213287044088&outlink=1
"산업銀, '新프리미엄산금채' 출시",머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010217051383016&outlink=1
"인도, 기준금리 1.0%p 인하..5.5%로",머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010220413677035&outlink=1
"인도, 기준금리 1.0%p 전격 인하..5.5%로",아시아경제,2009.01.02.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469879
"인도, 62억弗 2차 경기부양책 발표",머니투데이,2009.01.02.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010221392314922&outlink=1
"인도, 62억 달러 2차 경기부양책 발표",아시아경제,2009.01.02.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469882
"美 전문가 10명중 아홉 ""금년중 경기회복""-CNBC 설문",이데일리,2009.01.03.,http://www.edaily.co.kr/news/newspath.asp?newsid=01095526589554112
美·유럽 제조업 경기 '악화일로',아시아경제,2009.01.03.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469908
유럽 제조업 경기 `사상 최악`..유로 2주 최저,이데일리,2009.01.03.,http://www.edaily.co.kr/news/newspath.asp?newsid=01105366589554112
"주식형 펀드, 지난해 마지막주 수익률 '+' 전환",아시아경제,2009.01.03.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469941
"모간스탠리 ""韓수출 급감…이달 기준금리 50bp 내릴듯""",이데일리,2009.01.03.,http://www.edaily.co.kr/news/newspath.asp?newsid=01239846589554112
中 제조업 부진 언제까지 지속될까,아시아경제,2009.01.03.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=469962
"강만수 ""취업때까지 학자금 상환 연기 검토""",머니투데이,2009.01.03.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010321562388305&outlink=1
"강만수 ""작년 4분기 마이너스 성장""(상보)",머니투데이,2009.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010400052120253&outlink=1
불안한 단기 유동성 장세의 파도를 타라,머니투데이,2009.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2008122321402752276&outlink=1
`무거움 속 가벼운 출발`..증시 여세 몰아갈까,이데일리,2009.01.04.,http://www.edaily.co.kr/news/newspath.asp?newsid=01141446589554440
"금융硏, 올해 채권시장 `제한적 안정` 전망",이데일리,2009.01.04.,http://www.edaily.co.kr/news/newspath.asp?newsid=01193926589554440
"""올 하반기부터 집 값 회복""-국민은행硏",이데일리,2009.01.04.,http://www.edaily.co.kr/news/newspath.asp?newsid=01256246589554440
"한은,컨틴전시플랜 가동…금리 추가인하",머니투데이,2009.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010410251857911&outlink=1
"한은, 올해 기준금리 추가인하 가능성 시사(1보)",아시아경제,2009.01.04.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=470133
"한은 ""경기회복과 금융시장 안정에 역점둔다""",이데일리,2009.01.04.,http://www.edaily.co.kr/news/newspath.asp?newsid=01098806589554440
"한국은행, 올해 기준금리 추가인하 시사(상보)",아시아경제,2009.01.04.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=470141
[주간증시전망] '심리'가 '실물' 또 이길까,머니투데이,2009.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010411550596762&outlink=1
외국계 증권사들 `기준금리 인하` 군불 지핀다,이데일리,2009.01.04.,http://www.edaily.co.kr/news/newspath.asp?newsid=01167686589554440
"IT·에너지·금·채권 ""한번 믿어볼까?""",머니투데이,2009.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2008122414190042590&outlink=1
"시카고 연방銀 ""양적 통화정책 더욱 강화해야""",머니투데이,2009.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010413352347982&outlink=1
"""올 주택값, 7~8% 빠진 후 소폭 회복""",머니투데이,2009.01.04.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010415373596495&outlink=1
(미리보는 경제신문) 9일 새해 첫 금통위…금리 인하 대세,이데일리,2009.01.04.,http://www.edaily.co.kr/news/newspath.asp?newsid=01308726589554440
"BOJ총재 ""엔高 막기위해 여러 조치 고려""",이데일리,2009.01.05.,http://www.edaily.co.kr/news/newspath.asp?newsid=01203766589554768
2009년 상반기 전국 주택가격 7~8% 하락..하반기 회복,아시아경제,2009.01.05.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=470365
"채권, 일시 조정시 단기·회사채 투자확대-NH證",머니투데이,2009.01.05.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010508023955630&outlink=1
"1분기 ""10년물 이상 국고채에 투자하라""",아시아경제,2009.01.05.,http://www.asiae.co.kr/uhtml/read.jsp?idxno=470409
국채 입찰 부담에 조정-동양證,머니투데이,2009.01.05.,http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2009010508201227415&outlink=1
